,accuracy,loss,val_accuracy,val_loss
0,0.5618749856948853,1.042004108428955,0.6212499737739563,0.7201066613197327
1,0.6378124952316284,0.7222565412521362,0.5649999976158142,0.8287201523780823
2,0.6018750071525574,0.7139924764633179,0.6800000071525574,0.6806604266166687
3,0.6615625023841858,0.6755828857421875,0.6600000262260437,0.6741731762886047
4,0.6746875047683716,0.6603505611419678,0.6800000071525574,0.6614845395088196
5,0.6940624713897705,0.62916499376297,0.6662499904632568,0.6383640766143799
6,0.6959375143051147,0.6232967972755432,0.6662499904632568,0.6478139758110046
7,0.7112500071525574,0.5929388999938965,0.7162500023841858,0.592602550983429
8,0.7396875023841858,0.5601115226745605,0.7087500095367432,0.5815384387969971
9,0.7437499761581421,0.5441819429397583,0.7337499856948853,0.5605763792991638
10,0.7528125047683716,0.5245369672775269,0.7337499856948853,0.5565645694732666
11,0.7684375047683716,0.5042317509651184,0.731249988079071,0.5445539355278015
